scenario,region,year,sector,value
Low productivity,South Asia,2085,Effective labor,2.171871496848998
Low productivity,South Asia,2090,Effective labor,2.1798086861141264
Low productivity,South Asia,2095,Effective labor,2.181410030984922
Low productivity,South Asia,2100,Effective labor,2.1772964259427785
Low productivity,Latin America,2015,Effective labor,1
Low productivity,Latin America,2020,Effective labor,1.0432255384188789
Low productivity,Latin America,2025,Effective labor,1.1162513121209758
Low productivity,Latin America,2030,Effective labor,1.1912152439012256
Low productivity,Latin America,2035,Effective labor,1.258980890454544
Low productivity,Latin America,2040,Effective labor,1.3245754816065685
Low productivity,Latin America,2045,Effective labor,1.3942787812912014
Low productivity,Latin America,2050,Effective labor,1.456808539154374
Low productivity,Latin America,2055,Effective labor,1.5088793622355072
Low productivity,Latin America,2060,Effective labor,1.551244344243148
Low productivity,Latin America,2065,Effective labor,1.5918573409164682
Low productivity,Latin America,2070,Effective labor,1.6241891151029724
Low productivity,Latin America,2075,Effective labor,1.6510777053723746
Low productivity,Latin America,2080,Effective labor,1.672638116325606
Low productivity,Latin America,2085,Effective labor,1.692224033376015
Low productivity,Latin America,2090,Effective labor,1.7078004967122862
Low productivity,Latin America,2095,Effective labor,1.7227470221463725
Low productivity,Latin America,2100,Effective labor,1.7338879124383972
Low productivity,Middle East,2015,Effective labor,1
Low productivity,Middle East,2020,Effective labor,1.084441954116591
Low productivity,Middle East,2025,Effective labor,1.1758541728172125
Low productivity,Middle East,2030,Effective labor,1.339363483394229
Low productivity,Middle East,2035,Effective labor,1.4997068297116594
Low productivity,Middle East,2040,Effective labor,1.659469632441677
Low productivity,Middle East,2045,Effective labor,1.8163143596950366
Low productivity,Middle East,2050,Effective labor,1.9544192321181635
Low productivity,Middle East,2055,Effective labor,2.060471125090916
Low productivity,Middle East,2060,Effective labor,2.1454705624365675
Low productivity,Middle East,2065,Effective labor,2.22833691312307
Low productivity,Middle East,2070,Effective labor,2.298694280742794
Low productivity,Middle East,2075,Effective labor,2.3617114299926203
Low productivity,Middle East,2080,Effective labor,2.414862863423663
Low productivity,Middle East,2085,Effective labor,2.4616498485666467
Low productivity,Middle East,2090,Effective labor,2.500843358468198
Low productivity,Middle East,2095,Effective labor,2.5465801302462907
Low productivity,Middle East,2100,Effective labor,2.5881377825296568
Low productivity,North America,2015,Effective labor,1
Low productivity,North America,2020,Effective labor,1.0591086655474142
Low productivity,North America,2025,Effective labor,1.1151709832275971
Low productivity,North America,2030,Effective labor,1.1641596222583068
Low productivity,North America,2035,Effective labor,1.2027514237900874
Low productivity,North America,2040,Effective labor,1.2399371484876844
Low productivity,North America,2045,Effective labor,1.2838564592791801
Low productivity,North America,2050,Effective labor,1.3262813285468777
Low productivity,North America,2055,Effective labor,1.362498448870217
Low productivity,North America,2060,Effective labor,1.3929101588164037
Low productivity,North America,2065,Effective labor,1.4191505137244618
Low productivity,North America,2070,Effective labor,1.4357211586362078
Low productivity,North America,2075,Effective labor,1.4477016432117216
Low productivity,North America,2080,Effective labor,1.4531609095363958
Low productivity,North America,2085,Effective labor,1.4571189501213158
Low productivity,North America,2090,Effective labor,1.4578062946155643
Low productivity,North America,2095,Effective labor,1.4567165587448943
Low productivity,North America,2100,Effective labor,1.4504261381087074
Low productivity,Pacific OECD,2015,Effective labor,1
Low productivity,Pacific OECD,2020,Effective labor,1.046807081427652
Low productivity,Pacific OECD,2025,Effective labor,1.0671155886181547
Low productivity,Pacific OECD,2030,Effective labor,1.082099147934439
Low productivity,Pacific OECD,2035,Effective labor,1.0907977718220632
Low productivity,Pacific OECD,2040,Effective labor,1.098569769933139
Low productivity,Pacific OECD,2045,Effective labor,1.1034672961659602
Low productivity,Pacific OECD,2050,Effective labor,1.1036052534554868
Low productivity,Pacific OECD,2055,Effective labor,1.101011589984697
Low productivity,Pacific OECD,2060,Effective labor,1.0944058060768596
Low productivity,Pacific OECD,2065,Effective labor,1.0850846277036392
Low productivity,Pacific OECD,2070,Effective labor,1.0706164282863164
Low productivity,Pacific OECD,2075,Effective labor,1.0543090801769517
Low productivity,Pacific OECD,2080,Effective labor,1.0356863764805542
Low productivity,Pacific OECD,2085,Effective labor,1.0157470625006968
Low productivity,Pacific OECD,2090,Effective labor,0.9942646914196009
Low productivity,Pacific OECD,2095,Effective labor,0.973153462352291
Low productivity,Pacific OECD,2100,Effective labor,0.9502307546066413
Low productivity,Reforming,2015,Effective labor,1
Low productivity,Reforming,2020,Effective labor,1.1020132071120803
Low productivity,Reforming,2025,Effective labor,1.2089198279778235
Low productivity,Reforming,2030,Effective labor,1.304669968800352
Low productivity,Reforming,2035,Effective labor,1.3901990232142436
Low productivity,Reforming,2040,Effective labor,1.4734026073573578
Low productivity,Reforming,2045,Effective labor,1.5477291160856606
Low productivity,Reforming,2050,Effective labor,1.6047752829278337
Low productivity,Reforming,2055,Effective labor,1.6463818365699487
Low productivity,Reforming,2060,Effective labor,1.674196526645625
Low productivity,Reforming,2065,Effective labor,1.7006379417231625
Low productivity,Reforming,2070,Effective labor,1.7194941680426288
Low productivity,Reforming,2075,Effective labor,1.7360403745435582
Low productivity,Reforming,2080,Effective labor,1.7488896288695817
Low productivity,Reforming,2085,Effective labor,1.760289843022743
Low productivity,Reforming,2090,Effective labor,1.7669874948336324
Low productivity,Reforming,2095,Effective labor,1.77185358018209
Low productivity,Reforming,2100,Effective labor,1.7685125260359733
Low productivity,Rest of Asia,2015,Effective labor,1
Low productivity,Rest of Asia,2020,Effective labor,1.0977320953875869
Low productivity,Rest of Asia,2025,Effective labor,1.198006921424519
Low productivity,Rest of Asia,2030,Effective labor,1.2827534476772138
Low productivity,Rest of Asia,2035,Effective labor,1.3573723132350874
Low productivity,Rest of Asia,2040,Effective labor,1.4306224302081152
Low productivity,Rest of Asia,2045,Effective labor,1.5021206245291785
Low productivity,Rest of Asia,2050,Effective labor,1.5668432660522909
Low productivity,Rest of Asia,2055,Effective labor,1.6108281850549124
Low productivity,Rest of Asia,2060,Effective labor,1.6445355246046647
Low productivity,Rest of Asia,2065,Effective labor,1.6722413005034202
Low productivity,Rest of Asia,2070,Effective labor,1.6915962899588919
Low productivity,Rest of Asia,2075,Effective labor,1.7051317290258285
Low productivity,Rest of Asia,2080,Effective labor,1.7126327446296614
Low productivity,Rest of Asia,2085,Effective labor,1.7161831464596615
Low productivity,Rest of Asia,2090,Effective labor,1.7157921608151887
Low productivity,Rest of Asia,2095,Effective labor,1.713063524854432
Low productivity,Rest of Asia,2100,Effective labor,1.7070669470779087
High productivity,Africa,2015,Effective labor,1
High productivity,Africa,2020,Effective labor,1.1329576998887896
High productivity,Africa,2025,Effective labor,1.3473372196950175
High productivity,Africa,2030,Effective labor,1.6320150609039414
High productivity,Africa,2035,Effective labor,1.924979081176427
High productivity,Africa,2040,Effective labor,2.237953460511385
High productivity,Africa,2045,Effective labor,2.5650564143637915
High productivity,Africa,2050,Effective labor,2.9035818768803914
High productivity,Africa,2055,Effective labor,3.23068947839306
High productivity,Africa,2060,Effective labor,3.550952470355805
High productivity,Africa,2065,Effective labor,3.8704554767998514
High productivity,Africa,2070,Effective labor,4.173461517543982
High productivity,Africa,2075,Effective labor,4.457351456457319
High productivity,Africa,2080,Effective labor,4.7128392602041265
High productivity,Africa,2085,Effective labor,4.9419632779303955
High productivity,Africa,2090,Effective labor,5.140421375938317
High productivity,Africa,2095,Effective labor,5.313176188579667
High productivity,Africa,2100,Effective labor,5.465896254143139
High productivity,China,2015,Effective labor,1
High productivity,China,2020,Effective labor,1.1473095400848936
High productivity,China,2025,Effective labor,1.268114534316798
High productivity,China,2030,Effective labor,1.3470615499921526
High productivity,China,2035,Effective labor,1.3950676950904572
High productivity,China,2040,Effective labor,1.4265375555173525
High productivity,China,2045,Effective labor,1.4440551286707841
High productivity,China,2050,Effective labor,1.451544451785466
High productivity,China,2055,Effective labor,1.4508689809168802
High productivity,China,2060,Effective labor,1.4429305239863237
High productivity,China,2065,Effective labor,1.4304356649801107
High productivity,China,2070,Effective labor,1.4129032754020678
High productivity,China,2075,Effective labor,1.3921608197811175
High productivity,China,2080,Effective labor,1.3675503561001014
High productivity,China,2085,Effective labor,1.3407630182506978
High productivity,China,2090,Effective labor,1.3127945580135452
High productivity,China,2095,Effective labor,1.284736046088176
High productivity,China,2100,Effective labor,1.2570462954532986
High productivity,Europe,2015,Effective labor,1
High productivity,Europe,2020,Effective labor,1.0525813428433486
High productivity,Europe,2025,Effective labor,1.1213453981759423
High productivity,Europe,2030,Effective labor,1.1697059879619238
High productivity,Europe,2035,Effective labor,1.2166829934783006
High productivity,Europe,2040,Effective labor,1.2627176688168074
High productivity,Europe,2045,Effective labor,1.3115192399906452
High productivity,Europe,2050,Effective labor,1.3567721072860233
High productivity,Europe,2055,Effective labor,1.3962124990871154
High productivity,Europe,2060,Effective labor,1.4286096342681474
High productivity,Europe,2065,Effective labor,1.4578414627704088
High productivity,Europe,2070,Effective labor,1.4804015780116828
High productivity,Europe,2075,Effective labor,1.5054388781140284
High productivity,Europe,2080,Effective labor,1.5203647551491333
High productivity,Europe,2085,Effective labor,1.5329063794775646
High productivity,Europe,2090,Effective labor,1.541776850301503
High productivity,Europe,2095,Effective labor,1.5480068431281588
High productivity,Europe,2100,Effective labor,1.55053664452525
High productivity,South Asia,2015,Effective labor,1
High productivity,South Asia,2020,Effective labor,1.1626367229362153
High productivity,South Asia,2025,Effective labor,1.3188835289547343
High productivity,South Asia,2030,Effective labor,1.448380570950284
High productivity,South Asia,2035,Effective labor,1.5662548423951717
High productivity,South Asia,2040,Effective labor,1.6802110363794958
High productivity,South Asia,2045,Effective labor,1.7889036161133927
High productivity,South Asia,2050,Effective labor,1.8875526862199967
High productivity,South Asia,2055,Effective labor,1.961651952064252
High productivity,South Asia,2060,Effective labor,2.0245227893917885
High productivity,South Asia,2065,Effective labor,2.077385912232385
High productivity,South Asia,2070,Effective labor,2.1198789101806694
High productivity,South Asia,2075,Effective labor,2.1527613937122108
High productivity,South Asia,2080,Effective labor,2.1759826001275373
High productivity,South Asia,2085,Effective labor,2.191013394264172
High productivity,South Asia,2090,Effective labor,2.199058566097561
High productivity,South Asia,2095,Effective labor,2.2009453797429614
High productivity,South Asia,2100,Effective labor,2.1976171867251946
High productivity,Latin America,2015,Effective labor,1
High productivity,Latin America,2020,Effective labor,1.0292480831022424
High productivity,Latin America,2025,Effective labor,1.1138356623711745
High productivity,Latin America,2030,Effective labor,1.2101040967601202
High productivity,Latin America,2035,Effective labor,1.3001241915589787
High productivity,Latin America,2040,Effective labor,1.3909420141648026
High productivity,Latin America,2045,Effective labor,1.4886128493517896
High productivity,Latin America,2050,Effective labor,1.5802871536450964
High productivity,Latin America,2055,Effective labor,1.656758263936134
High productivity,Latin America,2060,Effective labor,1.7195463339988395
High productivity,Latin America,2065,Effective labor,1.7781249445236176
High productivity,Latin America,2070,Effective labor,1.8244486993140046
High productivity,Latin America,2075,Effective labor,1.8621897475711486
High productivity,Latin America,2080,Effective labor,1.8924577321556963
High productivity,Latin America,2085,Effective labor,1.918677772084062
High productivity,Latin America,2090,Effective labor,1.9388338611539049
High productivity,Latin America,2095,Effective labor,1.9556660138290523
High productivity,Latin America,2100,Effective labor,1.9667584052836187
High productivity,Middle East,2015,Effective labor,1
High productivity,Middle East,2020,Effective labor,1.0946172929709486
High productivity,Middle East,2025,Effective labor,1.19656355498881
High productivity,Middle East,2030,Effective labor,1.4218252586369804
High productivity,Middle East,2035,Effective labor,1.6362680344386855
High productivity,Middle East,2040,Effective labor,1.848450737176139
High productivity,Middle East,2045,Effective labor,2.0536109121398454
High productivity,Middle East,2050,Effective labor,2.234067499703703
High productivity,Middle East,2055,Effective labor,2.3659710322101595
High productivity,Middle East,2060,Effective labor,2.4706355319448683
High productivity,Middle East,2065,Effective labor,2.561874459054964
High productivity,Middle East,2070,Effective labor,2.6367881148965453
High productivity,Middle East,2075,Effective labor,2.70359035268363
High productivity,Middle East,2080,Effective labor,2.7601454781295263
High productivity,Middle East,2085,Effective labor,2.809790026908225
High productivity,Middle East,2090,Effective labor,2.8510687250855327
High productivity,Middle East,2095,Effective labor,2.89390418244737
High productivity,Middle East,2100,Effective labor,2.929824865987669
High productivity,North America,2015,Effective labor,1
High productivity,North America,2020,Effective labor,1.0523655494898667
High productivity,North America,2025,Effective labor,1.1059680071000284
High productivity,North America,2030,Effective labor,1.1544276352122802
High productivity,North America,2035,Effective labor,1.192847141991025
High productivity,North America,2040,Effective labor,1.2325677678284443
High productivity,North America,2045,Effective labor,1.2821299009653675
High productivity,North America,2050,Effective labor,1.331891000668298
High productivity,North America,2055,Effective labor,1.3758403825331327
High productivity,North America,2060,Effective labor,1.4128529193567616
High productivity,North America,2065,Effective labor,1.4449501790239536
High productivity,North America,2070,Effective labor,1.4662180082551517
High productivity,North America,2075,Effective labor,1.4832285268732324
High productivity,North America,2080,Effective labor,1.4934148385330028
High productivity,North America,2085,Effective labor,1.5031408512237883
High productivity,North America,2090,Effective labor,1.5093326960423021
High productivity,North America,2095,Effective labor,1.5134493268269698
High productivity,North America,2100,Effective labor,1.5119628753880574
High productivity,Pacific OECD,2015,Effective labor,1
High productivity,Pacific OECD,2020,Effective labor,1.0505054827286577
High productivity,Pacific OECD,2025,Effective labor,1.0709204376885717
High productivity,Pacific OECD,2030,Effective labor,1.0876158973255001
High productivity,Pacific OECD,2035,Effective labor,1.0987860391718265
High productivity,Pacific OECD,2040,Effective labor,1.1115397811220782
High productivity,Pacific OECD,2045,Effective labor,1.1214378094938449
High productivity,Pacific OECD,2050,Effective labor,1.1266054329676156
High productivity,Pacific OECD,2055,Effective labor,1.1292464290113609
High productivity,Pacific OECD,2060,Effective labor,1.1274143058060926
High productivity,Pacific OECD,2065,Effective labor,1.122467704451485
High productivity,Pacific OECD,2070,Effective labor,1.1121273676341221
High productivity,Pacific OECD,2075,Effective labor,1.0999518151477583
High productivity,Pacific OECD,2080,Effective labor,1.085808619897023
High productivity,Pacific OECD,2085,Effective labor,1.0696993954408185
High productivity,Pacific OECD,2090,Effective labor,1.0515412570982254
High productivity,Pacific OECD,2095,Effective labor,1.0328412137695475
High productivity,Pacific OECD,2100,Effective labor,1.0119501935514652
High productivity,Reforming,2015,Effective labor,1
High productivity,Reforming,2020,Effective labor,1.1245760154935502
High productivity,Reforming,2025,Effective labor,1.2665839137234338
High productivity,Reforming,2030,Effective labor,1.3931187550644186
High productivity,Reforming,2035,Effective labor,1.503848584715543
High productivity,Reforming,2040,Effective labor,1.612936028163996
High productivity,Reforming,2045,Effective labor,1.7114910919337616
High productivity,Reforming,2050,Effective labor,1.7936041134951657
High productivity,Reforming,2055,Effective labor,1.8537888669658271
High productivity,Reforming,2060,Effective labor,1.8998212003317514
High productivity,Reforming,2065,Effective labor,1.9420653724182664
High productivity,Reforming,2070,Effective labor,1.9744322055605672
High productivity,Reforming,2075,Effective labor,2.0023786693300285
High productivity,Reforming,2080,Effective labor,2.0244108056552585
High productivity,Reforming,2085,Effective labor,2.0435122926987326
High productivity,Reforming,2090,Effective labor,2.0566375324770885
High productivity,Reforming,2095,Effective labor,2.0663931586435975
High productivity,Reforming,2100,Effective labor,2.0674715328797495
High productivity,Rest of Asia,2015,Effective labor,1
High productivity,Rest of Asia,2020,Effective labor,1.111471232816787
High productivity,Rest of Asia,2025,Effective labor,1.2230911172435972
High productivity,Rest of Asia,2030,Effective labor,1.313089698047838
High productivity,Rest of Asia,2035,Effective labor,1.3934279618386962
High productivity,Rest of Asia,2040,Effective labor,1.4754258152187765
High productivity,Rest of Asia,2045,Effective labor,1.5578529909120107
High productivity,Rest of Asia,2050,Effective labor,1.6341331789285856
High productivity,Rest of Asia,2055,Effective labor,1.6838064251235985
High productivity,Rest of Asia,2060,Effective labor,1.722942735537622
High productivity,Rest of Asia,2065,Effective labor,1.7547479250115412
High productivity,Rest of Asia,2070,Effective labor,1.77695129215628
High productivity,Rest of Asia,2075,Effective labor,1.7923540992831293
High productivity,Rest of Asia,2080,Effective labor,1.8017007483406617
High productivity,Rest of Asia,2085,Effective labor,1.8066429236626336
High productivity,Rest of Asia,2090,Effective labor,1.8078576530497639
High productivity,Rest of Asia,2095,Effective labor,1.806630809724105
High productivity,Rest of Asia,2100,Effective labor,1.802404789986237
High Elas.,Africa,2015,Effective labor,1
High Elas.,Africa,2020,Effective labor,1.1302943059109885
High Elas.,Africa,2025,Effective labor,1.3326590935467224
High Elas.,Africa,2030,Effective labor,1.5887318319640664
High Elas.,Africa,2035,Effective labor,1.8564966104881997
High Elas.,Africa,2040,Effective labor,2.146922872159675
High Elas.,Africa,2045,Effective labor,2.454251276927751
High Elas.,Africa,2050,Effective labor,2.7757200536203386
High Elas.,Africa,2055,Effective labor,3.088799564754799
High Elas.,Africa,2060,Effective labor,3.3990051588686403
High Elas.,Africa,2065,Effective labor,3.7103664117060955
High Elas.,Africa,2070,Effective labor,4.009271927827367
High Elas.,Africa,2075,Effective labor,4.2924425255469965
High Elas.,Africa,2080,Effective labor,4.550605235689115
High Elas.,Africa,2085,Effective labor,4.784770246204554
High Elas.,Africa,2090,Effective labor,4.989792384742093
High Elas.,Africa,2095,Effective labor,5.1702325923871575
High Elas.,Africa,2100,Effective labor,5.330862851040827
High Elas.,China,2015,Effective labor,1
High Elas.,China,2020,Effective labor,1.1261710419652198
High Elas.,China,2025,Effective labor,1.236945115907702
High Elas.,China,2030,Effective labor,1.3139266545780868
High Elas.,China,2035,Effective labor,1.3622651179580054
High Elas.,China,2040,Effective labor,1.3942002126398478
High Elas.,China,2045,Effective labor,1.4116364325438164
High Elas.,China,2050,Effective labor,1.418546898234528
High Elas.,China,2055,Effective labor,1.417912831464952
High Elas.,China,2060,Effective labor,1.4097528753492943
High Elas.,China,2065,Effective labor,1.3970701391323683
High Elas.,China,2070,Effective labor,1.3791688112581915
High Elas.,China,2075,Effective labor,1.3583387456091467
High Elas.,China,2080,Effective labor,1.3336891414535164
High Elas.,China,2085,Effective labor,1.3068903869639739
High Elas.,China,2090,Effective labor,1.2789315598718232
High Elas.,China,2095,Effective labor,1.2512387792339634
High Elas.,China,2100,Effective labor,1.2238256248584112
High Elas.,Europe,2015,Effective labor,1
High Elas.,Europe,2020,Effective labor,1.0517360838998164
High Elas.,Europe,2025,Effective labor,1.1178623327531505
High Elas.,Europe,2030,Effective labor,1.1651701961988872
High Elas.,Europe,2035,Effective labor,1.210259250200894
High Elas.,Europe,2040,Effective labor,1.2544045017923438
High Elas.,Europe,2045,Effective labor,1.3011205631519127
High Elas.,Europe,2050,Effective labor,1.3448263523097883
High Elas.,Europe,2055,Effective labor,1.3830125600318521
High Elas.,Europe,2060,Effective labor,1.4146281283401165
High Elas.,Europe,2065,Effective labor,1.4429843854035551
High Elas.,Europe,2070,Effective labor,1.4651860333895668
High Elas.,Europe,2075,Effective labor,1.4893240851108442
High Elas.,Europe,2080,Effective labor,1.5039288326552338
High Elas.,Europe,2085,Effective labor,1.5160936179209707
High Elas.,Europe,2090,Effective labor,1.5247216928894771
High Elas.,Europe,2095,Effective labor,1.5307540114366416
High Elas.,Europe,2100,Effective labor,1.5332476658124046
High Elas.,South Asia,2015,Effective labor,1
High Elas.,South Asia,2020,Effective labor,1.1525819566716655
High Elas.,South Asia,2025,Effective labor,1.3057485545803678
High Elas.,South Asia,2030,Effective labor,1.4353013830034345
High Elas.,South Asia,2035,Effective labor,1.5540081671238197
High Elas.,South Asia,2040,Effective labor,1.668717406287317
High Elas.,South Asia,2045,Effective labor,1.7782337723717665
High Elas.,South Asia,2050,Effective labor,1.8782258747384717
High Elas.,South Asia,2055,Effective labor,1.9546559171574165
High Elas.,South Asia,2060,Effective labor,2.0197105385178142
High Elas.,South Asia,2065,Effective labor,2.0746557554043465
High Elas.,South Asia,2070,Effective labor,2.1190670486469156
High Elas.,South Asia,2075,Effective labor,2.1540198268322355
High Elas.,South Asia,2080,Effective labor,2.179032825681375
High Elas.,South Asia,2085,Effective labor,2.1955219888012185
High Elas.,South Asia,2090,Effective labor,2.2047242801520803
High Elas.,South Asia,2095,Effective labor,2.2074301546466644
High Elas.,South Asia,2100,Effective labor,2.2047293174142713
High Elas.,Latin America,2015,Effective labor,1
High Elas.,Latin America,2020,Effective labor,1.038303379275472
High Elas.,Latin America,2025,Effective labor,1.1196967826321234
High Elas.,Latin America,2030,Effective labor,1.2080955062384622
High Elas.,Latin America,2035,Effective labor,1.290145803581806
High Elas.,Latin America,2040,Effective labor,1.37380792973646
High Elas.,Latin America,2045,Effective labor,1.4650121982443287
High Elas.,Latin America,2050,Effective labor,1.5515901759285065
High Elas.,Latin America,2055,Effective labor,1.6233428784418493
High Elas.,Latin America,2060,Effective labor,1.6829106647281662
High Elas.,Latin America,2065,Effective labor,1.738464960632608
High Elas.,Latin America,2070,Effective labor,1.782812783151674
High Elas.,Latin America,2075,Effective labor,1.8190543804778474
High Elas.,Latin America,2080,Effective labor,1.848601471610718
High Elas.,Latin America,2085,Effective labor,1.8736783950633151
High Elas.,Latin America,2090,Effective labor,1.8932808271471298
High Elas.,Latin America,2095,Effective labor,1.9095093604347972
High Elas.,Latin America,2100,Effective labor,1.9203848447127692
High Elas.,Middle East,2015,Effective labor,1
High Elas.,Middle East,2020,Effective labor,1.0924798123070296
High Elas.,Middle East,2025,Effective labor,1.1945499849117505
High Elas.,Middle East,2030,Effective labor,1.3979804960236262
High Elas.,Middle East,2035,Effective labor,1.5963117342810498
High Elas.,Middle East,2040,Effective labor,1.7950847327735597
High Elas.,Middle East,2045,Effective labor,1.9892873565470937
High Elas.,Middle East,2050,Effective labor,2.162324729828357
High Elas.,Middle East,2055,Effective labor,2.2899934745722854
High Elas.,Middle East,2060,Effective labor,2.3947631838871875
High Elas.,Middle East,2065,Effective labor,2.486541528034044
High Elas.,Middle East,2070,Effective labor,2.5610458264243086
High Elas.,Middle East,2075,Effective labor,2.6271719746914375
High Elas.,Middle East,2080,Effective labor,2.6835394896847897
High Elas.,Middle East,2085,Effective labor,2.734253123665625
High Elas.,Middle East,2090,Effective labor,2.775294235473593
High Elas.,Middle East,2095,Effective labor,2.8164888557698697
High Elas.,Middle East,2100,Effective labor,2.8526477248786644
High Elas.,North America,2015,Effective labor,1
High Elas.,North America,2020,Effective labor,1.057229814580855
High Elas.,North America,2025,Effective labor,1.1132351343206475
High Elas.,North America,2030,Effective labor,1.1629983431005015
High Elas.,North America,2035,Effective labor,1.2036083032690905
High Elas.,North America,2040,Effective labor,1.2472407998189583
High Elas.,North America,2045,Effective labor,1.3021689784209138
High Elas.,North America,2050,Effective labor,1.3570383676727749
High Elas.,North America,2055,Effective labor,1.4026849210954213
High Elas.,North America,2060,Effective labor,1.4408018256206698
High Elas.,North America,2065,Effective labor,1.473569471469124
High Elas.,North America,2070,Effective labor,1.4951964237502635
High Elas.,North America,2075,Effective labor,1.5111198478814192
High Elas.,North America,2080,Effective labor,1.5209441760108027
High Elas.,North America,2085,Effective labor,1.5287476784430938
High Elas.,North America,2090,Effective labor,1.5334459314198008
High Elas.,North America,2095,Effective labor,1.535492898129749
High Elas.,North America,2100,Effective labor,1.5319876351131132
High Elas.,Pacific OECD,2015,Effective labor,1
High Elas.,Pacific OECD,2020,Effective labor,1.0481453365845625
High Elas.,Pacific OECD,2025,Effective labor,1.069632574284795
High Elas.,Pacific OECD,2030,Effective labor,1.0863980356219152
High Elas.,Pacific OECD,2035,Effective labor,1.0972808514681418
High Elas.,Pacific OECD,2040,Effective labor,1.108335047470016
High Elas.,Pacific OECD,2045,Effective labor,1.1167387500590835
High Elas.,Pacific OECD,2050,Effective labor,1.1208006538508455
High Elas.,Pacific OECD,2055,Effective labor,1.1225011074693234
High Elas.,Pacific OECD,2060,Effective labor,1.120061857166243
High Elas.,Pacific OECD,2065,Effective labor,1.1143686984146512
High Elas.,Pacific OECD,2070,Effective labor,1.1036000721145274
High Elas.,Pacific OECD,2075,Effective labor,1.0909222481710037
High Elas.,Pacific OECD,2080,Effective labor,1.0764120982796304
High Elas.,Pacific OECD,2085,Effective labor,1.0596476256124425
High Elas.,Pacific OECD,2090,Effective labor,1.041063389773557
High Elas.,Pacific OECD,2095,Effective labor,1.02187508333655
High Elas.,Pacific OECD,2100,Effective labor,1.000621382094356
High Elas.,Reforming,2015,Effective labor,1
High Elas.,Reforming,2020,Effective labor,1.1098042990537291
High Elas.,Reforming,2025,Effective labor,1.240076890161168
High Elas.,Reforming,2030,Effective labor,1.3561290890221562
High Elas.,Reforming,2035,Effective labor,1.4600073097269546
High Elas.,Reforming,2040,Effective labor,1.5638296191908851
High Elas.,Reforming,2045,Effective labor,1.6588459917358138
High Elas.,Reforming,2050,Effective labor,1.7389358034783597
High Elas.,Reforming,2055,Effective labor,1.7979353241361222
High Elas.,Reforming,2060,Effective labor,1.8437637257221604
High Elas.,Reforming,2065,Effective labor,1.8856280242611412
High Elas.,Reforming,2070,Effective labor,1.918155721590649
High Elas.,Reforming,2075,Effective labor,1.946306274004087
High Elas.,Reforming,2080,Effective labor,1.9701674385545813
High Elas.,Reforming,2085,Effective labor,1.989686901823745
High Elas.,Reforming,2090,Effective labor,2.003649850050326
High Elas.,Reforming,2095,Effective labor,2.01401583909751
High Elas.,Reforming,2100,Effective labor,2.016130423222509
High Elas.,Rest of Asia,2015,Effective labor,1
High Elas.,Rest of Asia,2020,Effective labor,1.102533907764563
High Elas.,Rest of Asia,2025,Effective labor,1.2073498454089606
High Elas.,Rest of Asia,2030,Effective labor,1.2949274146972958
High Elas.,Rest of Asia,2035,Effective labor,1.3736969207317713
High Elas.,Rest of Asia,2040,Effective labor,1.4531454661868313
High Elas.,Rest of Asia,2045,Effective labor,1.532457917983946
High Elas.,Rest of Asia,2050,Effective labor,1.6064189155098287
High Elas.,Rest of Asia,2055,Effective labor,1.6554068668741118
High Elas.,Rest of Asia,2060,Effective labor,1.6943239063560551
High Elas.,Rest of Asia,2065,Effective labor,1.7261219621367718
High Elas.,Rest of Asia,2070,Effective labor,1.7487187273918794
High Elas.,Rest of Asia,2075,Effective labor,1.7646808563298633
High Elas.,Rest of Asia,2080,Effective labor,1.7746617356114798
High Elas.,Rest of Asia,2085,Effective labor,1.7799535487199258
High Elas.,Rest of Asia,2090,Effective labor,1.7814835782897835
High Elas.,Rest of Asia,2095,Effective labor,1.7804312322869538
High Elas.,Rest of Asia,2100,Effective labor,1.7763427101445612
Low Elas.,Africa,2015,Effective labor,1
Low Elas.,Africa,2020,Effective labor,1.1324928648550854
Low Elas.,Africa,2025,Effective labor,1.3229417645222818
Low Elas.,Africa,2030,Effective labor,1.5779528437362316
Low Elas.,Africa,2035,Effective labor,1.8385343738647337
Low Elas.,Africa,2040,Effective labor,2.111422525854295
Low Elas.,Africa,2045,Effective labor,2.3945504770552577
Low Elas.,Africa,2050,Effective labor,2.681188309212005
Low Elas.,Africa,2055,Effective labor,2.9719073695790503
Low Elas.,Africa,2060,Effective labor,3.2578203589266144
Low Elas.,Africa,2065,Effective labor,3.55750691493151
Low Elas.,Africa,2070,Effective labor,3.8521766722021282
Low Elas.,Africa,2075,Effective labor,4.145484100997956
Low Elas.,Africa,2080,Effective labor,4.419574085082952
Low Elas.,Africa,2085,Effective labor,4.681479347079861
Low Elas.,Africa,2090,Effective labor,4.9169652338928085
Low Elas.,Africa,2095,Effective labor,5.134864104293189
Low Elas.,Africa,2100,Effective labor,5.329521382950569
Low Elas.,China,2015,Effective labor,1
Low Elas.,China,2020,Effective labor,1.1299174146776492
Low Elas.,China,2025,Effective labor,1.253967017815419
Low Elas.,China,2030,Effective labor,1.3399702505760835
Low Elas.,China,2035,Effective labor,1.3962992891070138
Low Elas.,China,2040,Effective labor,1.434974762377715
Low Elas.,China,2045,Effective labor,1.4566927098051914
Low Elas.,China,2050,Effective labor,1.4673891555933332
