scenario,year,sector,value,region
High transition,2075,Staple crops,0.044853185728524425,North America
High transition,2075,Livestock,0.4277391434960272,Pacific OECD
High transition,2075,Staple crops,0.10399101526238663,Pacific OECD
High transition,2075,Livestock,0.24593074497606973,Reforming
High transition,2075,Staple crops,0.039293067415618194,Reforming
High transition,2075,Livestock,0.5738412895766488,Rest of Asia
High transition,2075,Staple crops,0.07979985096006176,Rest of Asia
High transition,2080,Livestock,0.9075977161871289,Africa
High transition,2080,Staple crops,0.0736531586306773,Africa
High transition,2080,Livestock,0.6421557434440952,China
High transition,2080,Staple crops,0.08181203451149079,China
High transition,2080,Livestock,0.24228817564773963,Europe
High transition,2080,Staple crops,0.050150547800604864,Europe
High transition,2080,Livestock,0.14791923277460173,South Asia
High transition,2080,Staple crops,0.09103417733746823,South Asia
High transition,2080,Livestock,0.37325160960790676,Latin America
High transition,2080,Staple crops,0.05907917990304597,Latin America
High transition,2080,Livestock,0.5953217861339407,Middle East
High transition,2080,Staple crops,0.1125399445787004,Middle East
High transition,2080,Livestock,0.3307110038800579,North America
High transition,2080,Staple crops,0.0446331031556235,North America
High transition,2080,Livestock,0.4161113235658514,Pacific OECD
High transition,2080,Staple crops,0.09999250465164841,Pacific OECD
High transition,2080,Livestock,0.24680437223924195,Reforming
High transition,2080,Staple crops,0.039123819161542485,Reforming
High transition,2080,Livestock,0.573228251738046,Rest of Asia
High transition,2080,Staple crops,0.07901063965561154,Rest of Asia
High transition,2085,Livestock,0.9226033867132756,Africa
High transition,2085,Staple crops,0.07289208308234432,Africa
High transition,2085,Livestock,0.6364299333273299,China
High transition,2085,Staple crops,0.08029459382399305,China
High transition,2085,Livestock,0.24155366465975628,Europe
High transition,2085,Staple crops,0.04970234250325947,Europe
High transition,2085,Livestock,0.14871094771283117,South Asia
High transition,2085,Staple crops,0.09104318941924903,South Asia
High transition,2085,Livestock,0.3748512693239143,Latin America
High transition,2085,Staple crops,0.05867091967571195,Latin America
High transition,2085,Livestock,0.5985238569824384,Middle East
High transition,2085,Staple crops,0.11199305871945882,Middle East
High transition,2085,Livestock,0.33104418165147914,North America
High transition,2085,Staple crops,0.044319756546155706,North America
High transition,2085,Livestock,0.4049822897525862,Pacific OECD
High transition,2085,Staple crops,0.09608744618823764,Pacific OECD
High transition,2085,Livestock,0.2471571207895583,Reforming
High transition,2085,Staple crops,0.03884844306821576,Reforming
High transition,2085,Livestock,0.5709529894468738,Rest of Asia
High transition,2085,Staple crops,0.07800999872728044,Rest of Asia
High transition,2090,Livestock,0.9351819686387245,Africa
High transition,2090,Staple crops,0.07224441635729736,Africa
High transition,2090,Livestock,0.6317181282261096,China
High transition,2090,Staple crops,0.07910954898483388,China
High transition,2090,Livestock,0.24093491880805115,Europe
High transition,2090,Staple crops,0.049297817137213304,Europe
High transition,2090,Livestock,0.1490364732932512,South Asia
High transition,2090,Staple crops,0.09072262902741028,South Asia
High transition,2090,Livestock,0.37640551054571103,Latin America
High transition,2090,Staple crops,0.05833058812583976,Latin America
High transition,2090,Livestock,0.6011491324526113,Middle East
High transition,2090,Staple crops,0.11159513804473928,Middle East
High transition,2090,Livestock,0.331295994578456,North America
High transition,2090,Staple crops,0.044027784452566304,North America
High transition,2090,Livestock,0.3951669356293277,Pacific OECD
High transition,2090,Staple crops,0.0926472548950955,Pacific OECD
High transition,2090,Livestock,0.24758196968612348,Reforming
High transition,2090,Staple crops,0.0386645650343392,Reforming
High transition,2090,Livestock,0.5688497151186698,Rest of Asia
High transition,2090,Staple crops,0.07711775308707909,Rest of Asia
High transition,2095,Livestock,0.9440750079610402,Africa
High transition,2095,Staple crops,0.07154436342666907,Africa
High transition,2095,Livestock,0.6270390887180003,China
High transition,2095,Staple crops,0.07806257115518908,China
High transition,2095,Livestock,0.2400461326233081,Europe
High transition,2095,Staple crops,0.04884532383974926,Europe
High transition,2095,Livestock,0.1487253128469362,South Asia
High transition,2095,Staple crops,0.08998313601752239,South Asia
High transition,2095,Livestock,0.3772894304275486,Latin America
High transition,2095,Staple crops,0.05795902595527933,Latin America
High transition,2095,Livestock,0.602621440848993,Middle East
High transition,2095,Staple crops,0.11106198744745013,Middle East
High transition,2095,Livestock,0.33103559694342666,North America
High transition,2095,Staple crops,0.04371182889333825,North America
High transition,2095,Livestock,0.38615966809254576,Pacific OECD
High transition,2095,Staple crops,0.08938141004996822,Pacific OECD
High transition,2095,Livestock,0.24767440919015085,Reforming
High transition,2095,Staple crops,0.038461749585843884,Reforming
High transition,2095,Livestock,0.5658386414140728,Rest of Asia
High transition,2095,Staple crops,0.07614162729958139,Rest of Asia
High transition,2100,Livestock,0.950969566609571,Africa
High transition,2100,Staple crops,0.07092982508104385,Africa
High transition,2100,Livestock,0.623567959114673,China
High transition,2100,Staple crops,0.07738399639774252,China
High transition,2100,Livestock,0.23922227602144477,Europe
High transition,2100,Staple crops,0.048424257835340795,Europe
High transition,2100,Livestock,0.14811919211008862,South Asia
High transition,2100,Staple crops,0.08908835873560586,South Asia
High transition,2100,Livestock,0.37802575607734046,Latin America
High transition,2100,Staple crops,0.05764709596837693,Latin America
High transition,2100,Livestock,0.6037405651398885,Middle East
High transition,2100,Staple crops,0.11063025859469498,Middle East
High transition,2100,Livestock,0.3307033592760394,North America
High transition,2100,Staple crops,0.04344529061876209,North America
High transition,2100,Livestock,0.377911188725895,Pacific OECD
High transition,2100,Staple crops,0.08645406929536822,Pacific OECD
High transition,2100,Livestock,0.24776485439192922,Reforming
High transition,2100,Staple crops,0.03831945001308428,Reforming
High transition,2100,Livestock,0.5628506376019989,Rest of Asia
High transition,2100,Staple crops,0.07525379358162707,Rest of Asia
Low transition,2015,Livestock,0.5268080867725393,Africa
Low transition,2015,Staple crops,0.08568275602107445,Africa
Low transition,2015,Livestock,0.7049499181114337,China
Low transition,2015,Staple crops,0.12625635966892637,China
Low transition,2015,Livestock,0.232456027519546,Europe
Low transition,2015,Staple crops,0.052133579307391875,Europe
Low transition,2015,Livestock,0.0953271806069333,South Asia
Low transition,2015,Staple crops,0.07195698601990055,South Asia
Low transition,2015,Livestock,0.3196706096797968,Latin America
Low transition,2015,Staple crops,0.061543817275822,Latin America
Low transition,2015,Livestock,0.5454146212630263,Middle East
Low transition,2015,Staple crops,0.11547881243985701,Middle East
Low transition,2015,Livestock,0.3013034255299295,North America
Low transition,2015,Staple crops,0.04565615307973665,North America
Low transition,2015,Livestock,0.5792731547833848,Pacific OECD
Low transition,2015,Staple crops,0.19304742443181397,Pacific OECD
Low transition,2015,Livestock,0.23091360036130845,Reforming
Low transition,2015,Staple crops,0.043439523448292196,Reforming
Low transition,2015,Livestock,0.5191696215366934,Rest of Asia
Low transition,2015,Staple crops,0.09228640840668331,Rest of Asia
Low transition,2020,Livestock,0.5414125154026982,Africa
Low transition,2020,Staple crops,0.0848603204841784,Africa
Low transition,2020,Livestock,0.6879587248017257,China
Low transition,2020,Staple crops,0.11411490156720124,China
Low transition,2020,Livestock,0.23224721320944375,Europe
Low transition,2020,Staple crops,0.05128955603032838,Europe
Low transition,2020,Livestock,0.09757685998160015,South Asia
Low transition,2020,Staple crops,0.06983143359875696,South Asia
Low transition,2020,Livestock,0.31767848572897095,Latin America
Low transition,2020,Staple crops,0.06113735771760399,Latin America
Low transition,2020,Livestock,0.5460693670728484,Middle East
Low transition,2020,Staple crops,0.11502970978683079,Middle East
Low transition,2020,Livestock,0.3017615336243455,North America
Low transition,2020,Staple crops,0.04514164915742573,North America
Low transition,2020,Livestock,0.5721122681230761,Pacific OECD
Low transition,2020,Staple crops,0.17605973605127723,Pacific OECD
Low transition,2020,Livestock,0.22846758230473763,Reforming
Low transition,2020,Staple crops,0.04143013200256312,Reforming
Low transition,2020,Livestock,0.519349815759664,Rest of Asia
Low transition,2020,Staple crops,0.08787658325241657,Rest of Asia
Low transition,2025,Livestock,0.5664506609323674,Africa
Low transition,2025,Staple crops,0.08305350126765379,Africa
Low transition,2025,Livestock,0.6756570496178101,China
Low transition,2025,Staple crops,0.10554316508691829,China
Low transition,2025,Livestock,0.23478763448997883,Europe
Low transition,2025,Staple crops,0.05146351130749574,Europe
Low transition,2025,Livestock,0.10020875177114817,South Asia
Low transition,2025,Staple crops,0.06966275780595604,South Asia
Low transition,2025,Livestock,0.3235342667194083,Latin America
Low transition,2025,Staple crops,0.06040600397198041,Latin America
Low transition,2025,Livestock,0.5494429715649941,Middle East
Low transition,2025,Staple crops,0.11535265564169914,Middle East
Low transition,2025,Livestock,0.30596923811259635,North America
Low transition,2025,Staple crops,0.04533560131769166,North America
Low transition,2025,Livestock,0.5619436546279558,Pacific OECD
Low transition,2025,Staple crops,0.16704327538480324,Pacific OECD
Low transition,2025,Livestock,0.22921940283834372,Reforming
Low transition,2025,Staple crops,0.040953608037313446,Reforming
Low transition,2025,Livestock,0.52287310253031,Rest of Asia
Low transition,2025,Staple crops,0.08432898097840104,Rest of Asia
Low transition,2030,Livestock,0.5896903475549039,Africa
Low transition,2030,Staple crops,0.07745379416015195,Africa
Low transition,2030,Livestock,0.6665662576196486,China
Low transition,2030,Staple crops,0.09998283318518325,China
Low transition,2030,Livestock,0.23615369907928963,Europe
Low transition,2030,Staple crops,0.051316373827008585,Europe
Low transition,2030,Livestock,0.1030728263985656,South Asia
Low transition,2030,Staple crops,0.06985162057344677,South Asia
Low transition,2030,Livestock,0.32744498315131765,Latin America
Low transition,2030,Staple crops,0.059185285874542214,Latin America
Low transition,2030,Livestock,0.5474923916491463,Middle East
Low transition,2030,Staple crops,0.11224701923506708,Middle East
Low transition,2030,Livestock,0.3090401218103026,North America
Low transition,2030,Staple crops,0.04516115714486626,North America
Low transition,2030,Livestock,0.5523332745657316,Pacific OECD
Low transition,2030,Staple crops,0.15989588261743415,Pacific OECD
Low transition,2030,Livestock,0.22880449467839611,Reforming
Low transition,2030,Staple crops,0.039711675760302566,Reforming
Low transition,2030,Livestock,0.5250645347357856,Rest of Asia
Low transition,2030,Staple crops,0.0817168261005155,Rest of Asia
Low transition,2035,Livestock,0.6148510718996838,Africa
Low transition,2035,Staple crops,0.07410819411258689,Africa
Low transition,2035,Livestock,0.661339261578304,China
Low transition,2035,Staple crops,0.09662866928931507,China
Low transition,2035,Livestock,0.2376469525381659,Europe
Low transition,2035,Staple crops,0.051297376026169336,Europe
Low transition,2035,Livestock,0.10724108883953468,South Asia
Low transition,2035,Staple crops,0.07127320774035749,South Asia
Low transition,2035,Livestock,0.3312349084155763,Latin America
Low transition,2035,Staple crops,0.05849676517446421,Latin America
Low transition,2035,Livestock,0.5469951186799364,Middle East
Low transition,2035,Staple crops,0.11006143879433111,Middle East
Low transition,2035,Livestock,0.3125502211850612,North America
Low transition,2035,Staple crops,0.04524876577792847,North America
Low transition,2035,Livestock,0.5425617598205267,Pacific OECD
Low transition,2035,Staple crops,0.15622491211416037,Pacific OECD
Low transition,2035,Livestock,0.22925748864745932,Reforming
Low transition,2035,Staple crops,0.03892057363221983,Reforming
Low transition,2035,Livestock,0.5290551614608041,Rest of Asia
Low transition,2035,Staple crops,0.08039098796200868,Rest of Asia
Low transition,2040,Livestock,0.645190640330223,Africa
Low transition,2040,Staple crops,0.07213423469309968,Africa
Low transition,2040,Livestock,0.6594256132974164,China
Low transition,2040,Staple crops,0.09426766389918231,China
Low transition,2040,Livestock,0.2398258164476829,Europe
Low transition,2040,Staple crops,0.051551915182120316,Europe
Low transition,2040,Livestock,0.11235355150644814,South Asia
Low transition,2040,Staple crops,0.0730145535512976,South Asia
Low transition,2040,Livestock,0.3357631276401209,Latin America
Low transition,2040,Staple crops,0.05816817930255328,Latin America
Low transition,2040,Livestock,0.5491028492160952,Middle East
Low transition,2040,Staple crops,0.1087113045934003,Middle East
Low transition,2040,Livestock,0.31665872258067346,North America
Low transition,2040,Staple crops,0.045628005098543145,North America
Low transition,2040,Livestock,0.5323808206741574,Pacific OECD
Low transition,2040,Staple crops,0.15269922034413813,Pacific OECD
Low transition,2040,Livestock,0.23086901392210155,Reforming
Low transition,2040,Staple crops,0.03862796870501029,Reforming
Low transition,2040,Livestock,0.5348509291176702,Rest of Asia
Low transition,2040,Staple crops,0.07945795024290289,Rest of Asia
Low transition,2045,Livestock,0.6796560401534343,Africa
Low transition,2045,Staple crops,0.07097640329282488,Africa
Low transition,2045,Livestock,0.6601827168719733,China
Low transition,2045,Staple crops,0.09269728089911353,China
Low transition,2045,Livestock,0.2423305075826004,Europe
Low transition,2045,Staple crops,0.05191911593212716,Europe
Low transition,2045,Livestock,0.11775001996091378,South Asia
Low transition,2045,Staple crops,0.07486437918417203,South Asia
Low transition,2045,Livestock,0.3407340262494135,Latin America
Low transition,2045,Staple crops,0.057952395877956864,Latin America
Low transition,2045,Livestock,0.5531798681339921,Middle East
Low transition,2045,Staple crops,0.10781817301142348,Middle East
Low transition,2045,Livestock,0.3211050862573317,North America
Low transition,2045,Staple crops,0.04625313366503306,North America
Low transition,2045,Livestock,0.5224646830955566,Pacific OECD
Low transition,2045,Staple crops,0.14910447109432415,Pacific OECD
Low transition,2045,Livestock,0.23324470749613957,Reforming
Low transition,2045,Staple crops,0.03867404684706333,Reforming
Low transition,2045,Livestock,0.5419380823203259,Rest of Asia
Low transition,2045,Staple crops,0.07871475806355235,Rest of Asia
Low transition,2050,Livestock,0.7159367938509023,Africa
Low transition,2050,Staple crops,0.07020954544687842,Africa
Low transition,2050,Livestock,0.6609826490744959,China
Low transition,2050,Staple crops,0.09120417889699467,China
Low transition,2050,Livestock,0.24494789135466738,Europe
Low transition,2050,Staple crops,0.05235870191752636,Europe
Low transition,2050,Livestock,0.12327429665389554,South Asia
Low transition,2050,Staple crops,0.0768050673771749,South Asia
Low transition,2050,Livestock,0.34590343999948153,Latin America
Low transition,2050,Staple crops,0.05781195292424178,Latin America
Low transition,2050,Livestock,0.5585606643674154,Middle East
Low transition,2050,Staple crops,0.10729839861546198,Middle East
Low transition,2050,Livestock,0.32570242967239876,North America
Low transition,2050,Staple crops,0.04694746323489385,North America
Low transition,2050,Livestock,0.5121615588502023,Pacific OECD
Low transition,2050,Staple crops,0.14599779711047564,Pacific OECD
Low transition,2050,Livestock,0.23590233487887888,Reforming
Low transition,2050,Staple crops,0.03883908866587788,Reforming
Low transition,2050,Livestock,0.5489381276575668,Rest of Asia
Low transition,2050,Staple crops,0.07799258901921453,Rest of Asia
Low transition,2055,Livestock,0.7518868720958156,Africa
Low transition,2055,Staple crops,0.06967867886661436,Africa
Low transition,2055,Livestock,0.6594324726652575,China
Low transition,2055,Staple crops,0.08918342043060998,China
Low transition,2055,Livestock,0.24709778431552162,Europe
Low transition,2055,Staple crops,0.05264852154861799,Europe
Low transition,2055,Livestock,0.12917941510457104,South Asia
Low transition,2055,Staple crops,0.07989295839958148,South Asia
Low transition,2055,Livestock,0.3504145340519166,Latin America
Low transition,2055,Staple crops,0.0576473909097992,Latin America
Low transition,2055,Livestock,0.5637354488375208,Middle East
Low transition,2055,Staple crops,0.1070926847202779,Middle East
Low transition,2055,Livestock,0.3298338326885903,North America
Low transition,2055,Staple crops,0.04745421612630352,North America
Low transition,2055,Livestock,0.5012823953437656,Pacific OECD
Low transition,2055,Staple crops,0.14286739328159204,Pacific OECD
Low transition,2055,Livestock,0.23806882806758004,Reforming
Low transition,2055,Staple crops,0.03882043564202915,Reforming
Low transition,2055,Livestock,0.5555175658754253,Rest of Asia
Low transition,2055,Staple crops,0.07785928312144633,Rest of Asia
Low transition,2060,Livestock,0.7861541726740955,Africa
Low transition,2060,Staple crops,0.06930154940209157,Africa
Low transition,2060,Livestock,0.6572933023532368,China
Low transition,2060,Staple crops,0.08721812003682328,China
Low transition,2060,Livestock,0.24908766333239962,Europe
Low transition,2060,Staple crops,0.05290265364787343,Europe
Low transition,2060,Livestock,0.1346458358112604,South Asia
Low transition,2060,Staple crops,0.08267206971449928,South Asia
Low transition,2060,Livestock,0.3545521366779388,Latin America
Low transition,2060,Staple crops,0.05741058660301857,Latin America
Low transition,2060,Livestock,0.5689889862611403,Middle East
Low transition,2060,Staple crops,0.10692562979566206,Middle East
Low transition,2060,Livestock,0.333830892046114,North America
Low transition,2060,Staple crops,0.04782637259453368,North America
Low transition,2060,Livestock,0.48999798820103435,Pacific OECD
Low transition,2060,Staple crops,0.139824689362581,Pacific OECD
Low transition,2060,Livestock,0.24034806140260967,Reforming
Low transition,2060,Staple crops,0.0388011432718318,Reforming
Low transition,2060,Livestock,0.5602840377190362,Rest of Asia
Low transition,2060,Staple crops,0.07747311696979853,Rest of Asia
Low transition,2065,Livestock,0.8174674415738332,Africa
Low transition,2065,Staple crops,0.0688673423017194,Africa
Low transition,2065,Livestock,0.6534895143614294,China
Low transition,2065,Staple crops,0.08511203671503353,China
Low transition,2065,Livestock,0.25046092225116606,Europe
Low transition,2065,Staple crops,0.05301736651097833,Europe
Low transition,2065,Livestock,0.13914338492627815,South Asia
Low transition,2065,Staple crops,0.08481101409211478,South Asia
Low transition,2065,Livestock,0.35784834756300665,Latin America
Low transition,2065,Staple crops,0.05702879837687859,Latin America
Low transition,2065,Livestock,0.5740772071323108,Middle East
Low transition,2065,Staple crops,0.10665592509243543,Middle East
Low transition,2065,Livestock,0.3372979987708519,North America
Low transition,2065,Staple crops,0.048108347622434,North America
Low transition,2065,Livestock,0.4780855020623717,Pacific OECD
Low transition,2065,Staple crops,0.13641748194505127,Pacific OECD
Low transition,2065,Livestock,0.2423104212849918,Reforming
Low transition,2065,Staple crops,0.038700655758766044,Reforming
Low transition,2065,Livestock,0.5628133374096559,Rest of Asia
Low transition,2065,Staple crops,0.07674471277931202,Rest of Asia
Low transition,2070,Livestock,0.8459374195702496,Africa
Low transition,2070,Staple crops,0.06851147716555,Africa
Low transition,2070,Livestock,0.6490110344350385,China
Low transition,2070,Staple crops,0.08310916130589027,China
Low transition,2070,Livestock,0.251522250216484,Europe
Low transition,2070,Staple crops,0.053023997739198823,Europe
Low transition,2070,Livestock,0.14280580294817077,South Asia
Low transition,2070,Staple crops,0.08634902654386037,South Asia
Low transition,2070,Livestock,0.3605593184211387,Latin America
Low transition,2070,Staple crops,0.05656333352966922,Latin America
Low transition,2070,Livestock,0.5791294956272955,Middle East
Low transition,2070,Staple crops,0.10640213189659678,Middle East
Low transition,2070,Livestock,0.34054320097429075,North America
Low transition,2070,Staple crops,0.04833567346742733,North America
Low transition,2070,Livestock,0.46632975181534714,Pacific OECD
Low transition,2070,Staple crops,0.1333323806013732,Pacific OECD
Low transition,2070,Livestock,0.24396336458076887,Reforming
Low transition,2070,Staple crops,0.03847916468428054,Reforming
Low transition,2070,Livestock,0.5635610094299873,Rest of Asia
Low transition,2070,Staple crops,0.07584003692775541,Rest of Asia
Low transition,2075,Livestock,0.8697240961551764,Africa
Low transition,2075,Staple crops,0.06806129895941711,Africa
Low transition,2075,Livestock,0.642073358533166,China
Low transition,2075,Staple crops,0.08086253334446454,China
Low transition,2075,Livestock,0.2514213311918328,Europe
Low transition,2075,Staple crops,0.05268689701984219,Europe
Low transition,2075,Livestock,0.14526937414096122,South Asia
Low transition,2075,Staple crops,0.08711344137592049,South Asia
Low transition,2075,Livestock,0.36208716905026894,Latin America
Low transition,2075,Staple crops,0.055919421509409095,Latin America
Low transition,2075,Livestock,0.5828106299521539,Middle East
Low transition,2075,Staple crops,0.10579228359617089,Middle East
Low transition,2075,Livestock,0.3427551013061873,North America
Low transition,2075,Staple crops,0.04837309341331085,North America
Low transition,2075,Livestock,0.45421549316578275,Pacific OECD
Low transition,2075,Staple crops,0.12977459018199694,Pacific OECD
Low transition,2075,Livestock,0.24478928585417864,Reforming
Low transition,2075,Staple crops,0.037980083809832386,Reforming
Low transition,2075,Livestock,0.5617156041897641,Rest of Asia
Low transition,2075,Staple crops,0.0746324851122899,Rest of Asia
Low transition,2080,Livestock,0.890469730592016,Africa
Low transition,2080,Staple crops,0.0677226247146411,Africa
Low transition,2080,Livestock,0.6350069632394951,China
Low transition,2080,Staple crops,0.07880525910648536,China
Low transition,2080,Livestock,0.251361703318244,Europe
Low transition,2080,Staple crops,0.05242956991437127,Europe
Low transition,2080,Livestock,0.14701080717891787,South Asia
Low transition,2080,Staple crops,0.08734404259367505,South Asia
Low transition,2080,Livestock,0.3633466708352864,Latin America
Low transition,2080,Staple crops,0.05529953638698432,Latin America
Low transition,2080,Livestock,0.5864546051518188,Middle East
Low transition,2080,Staple crops,0.10487181638361615,Middle East
Low transition,2080,Livestock,0.34489885522994707,North America
Low transition,2080,Staple crops,0.04845852987877995,North America
Low transition,2080,Livestock,0.44305934436526373,Pacific OECD
Low transition,2080,Staple crops,0.1266048826858419,Pacific OECD
Low transition,2080,Livestock,0.2454401708432663,Reforming
Low transition,2080,Staple crops,0.03743244732255569,Reforming
Low transition,2080,Livestock,0.5592108215223265,Rest of Asia
Low transition,2080,Staple crops,0.07341387412902455,Rest of Asia
Low transition,2085,Livestock,0.9065729950431166,Africa
Low transition,2085,Staple crops,0.06736242309608527,Africa
Low transition,2085,Livestock,0.6264365404716464,China
Low transition,2085,Staple crops,0.0766242987983181,China
Low transition,2085,Livestock,0.25055910792843067,Europe
Low transition,2085,Staple crops,0.05197316824148337,Europe
Low transition,2085,Livestock,0.14761279155258553,South Asia
Low transition,2085,Staple crops,0.08687424177315747,South Asia
Low transition,2085,Livestock,0.36353824866029555,Latin America
Low transition,2085,Staple crops,0.054553612717373114,Latin America
Low transition,2085,Livestock,0.5886536617879904,Middle East
Low transition,2085,Staple crops,0.10376447148353367,Middle East
Low transition,2085,Livestock,0.34601200192338694,North America
Low transition,2085,Staple crops,0.04841209734025334,North America
Low transition,2085,Livestock,0.43189425552381117,Pacific OECD
Low transition,2085,Staple crops,0.12305256707386836,Pacific OECD
Low transition,2085,Livestock,0.2455435912733091,Reforming
Low transition,2085,Staple crops,0.036753563690966995,Reforming
Low transition,2085,Livestock,0.5548909156003052,Rest of Asia
Low transition,2085,Staple crops,0.07202516602421083,Rest of Asia
Low transition,2090,Livestock,0.9198900037144384,Africa
Low transition,2090,Staple crops,0.06708997773937513,Africa
Low transition,2090,Livestock,0.618251416012378,China
Low transition,2090,Staple crops,0.07462837438253975,China
Low transition,2090,Livestock,0.249777592201224,Europe
Low transition,2090,Staple crops,0.05154997380874642,Europe
Low transition,2090,Livestock,0.1476857952396488,South Asia
Low transition,2090,Staple crops,0.08603978448720555,South Asia
Low transition,2090,Livestock,0.3634846804591892,Latin America
Low transition,2090,Staple crops,0.05382805631176222,Latin America
Low transition,2090,Livestock,0.5899561388796976,Middle East
Low transition,2090,Staple crops,0.10260850357602566,Middle East
Low transition,2090,Livestock,0.34692885223286557,North America
Low transition,2090,Staple crops,0.04837869704052265,North America
Low transition,2090,Livestock,0.4218782353198767,Pacific OECD
Low transition,2090,Staple crops,0.11992401098088702,Pacific OECD
Low transition,2090,Livestock,0.24563840309812,Reforming
Low transition,2090,Staple crops,0.036141097901848974,Reforming
Low transition,2090,Livestock,0.5503672655180556,Rest of Asia
Low transition,2090,Staple crops,0.07067038541555899,Rest of Asia
Low transition,2095,Livestock,0.9296817484950003,Africa
Low transition,2095,Staple crops,0.066822170978182,Africa
Low transition,2095,Livestock,0.6096195939131104,China
Low transition,2095,Staple crops,0.07266941839078078,China
Low transition,2095,Livestock,0.24857917676775085,Europe
Low transition,2095,Staple crops,0.0510639530438838,Europe
Low transition,2095,Livestock,0.14705718514703386,South Asia
Low transition,2095,Staple crops,0.08479861686808382,South Asia
Low transition,2095,Livestock,0.362640858264166,Latin America
Low transition,2095,Staple crops,0.05305725325285701,Latin America
Low transition,2095,Livestock,0.5900051993034297,Middle East
Low transition,2095,Staple crops,0.1012876957898445,Middle East
Low transition,2095,Livestock,0.3471281663498277,North America
Low transition,2095,Staple crops,0.048291324342408355,North America
Low transition,2095,Livestock,0.41245669928942424,Pacific OECD
Low transition,2095,Staple crops,0.11680983860316423,Pacific OECD
Low transition,2095,Livestock,0.24539449812271416,Reforming
Low transition,2095,Staple crops,0.03551401444820525,Reforming
Low transition,2095,Livestock,0.5448585765945151,Rest of Asia
Low transition,2095,Staple crops,0.06925726112202849,Rest of Asia
Low transition,2100,Livestock,0.9364695585192664,Africa
Low transition,2100,Staple crops,0.0665981029415669,Africa
Low transition,2100,Livestock,0.6012468732157485,China
Low transition,2100,Staple crops,0.07085176669694666,China
Low transition,2100,Livestock,0.24729043773208134,Europe
Low transition,2100,Staple crops,0.050569825259005934,Europe
Low transition,2100,Livestock,0.14602449586083294,South Asia
Low transition,2100,Staple crops,0.0833403800483476,South Asia
Low transition,2100,Livestock,0.3613881874283313,Latin America
Low transition,2100,Staple crops,0.05228828623402753,Latin America
Low transition,2100,Livestock,0.5893325417851228,Middle East
Low transition,2100,Staple crops,0.09982840337143395,Middle East
Low transition,2100,Livestock,0.3469981333975463,North America
Low transition,2100,Staple crops,0.04822834820839808,North America
Low transition,2100,Livestock,0.4036945912381232,Pacific OECD
Low transition,2100,Staple crops,0.11402553843449062,Pacific OECD
Low transition,2100,Livestock,0.24491983957633648,Reforming
Low transition,2100,Staple crops,0.03489103692126124,Reforming
Low transition,2100,Livestock,0.5390466698045264,Rest of Asia
Low transition,2100,Staple crops,0.06788422611038776,Rest of Asia
High productivity,2015,Livestock,0.5268080867725393,Africa
High productivity,2015,Staple crops,0.08568275602107445,Africa
High productivity,2015,Livestock,0.7049499181114337,China
High productivity,2015,Staple crops,0.12625635966892637,China
High productivity,2015,Livestock,0.232456027519546,Europe
High productivity,2015,Staple crops,0.052133579307391875,Europe
High productivity,2015,Livestock,0.0953271806069333,South Asia
High productivity,2015,Staple crops,0.07195698601990055,South Asia
High productivity,2015,Livestock,0.3196706096797968,Latin America
High productivity,2015,Staple crops,0.061543817275822,Latin America
High productivity,2015,Livestock,0.5454146212630263,Middle East
High productivity,2015,Staple crops,0.11547881243985701,Middle East
High productivity,2015,Livestock,0.3013034255299295,North America
High productivity,2015,Staple crops,0.04565615307973665,North America
High productivity,2015,Livestock,0.5792731547833848,Pacific OECD
High productivity,2015,Staple crops,0.19304742443181397,Pacific OECD
High productivity,2015,Livestock,0.23091360036130845,Reforming
High productivity,2015,Staple crops,0.043439523448292196,Reforming
High productivity,2015,Livestock,0.5191696215366934,Rest of Asia
High productivity,2015,Staple crops,0.09228640840668331,Rest of Asia
High productivity,2020,Livestock,0.5382395418397004,Africa
High productivity,2020,Staple crops,0.08400046244834765,Africa
High productivity,2020,Livestock,0.6731105057536324,China
High productivity,2020,Staple crops,0.10910046420031627,China
High productivity,2020,Livestock,0.22999263432176872,Europe
High productivity,2020,Staple crops,0.05060973066271335,Europe
High productivity,2020,Livestock,0.09649644379544997,South Asia
High productivity,2020,Staple crops,0.0687696358139475,South Asia
High productivity,2020,Livestock,0.3157418459885473,Latin America
High productivity,2020,Staple crops,0.06063764087034845,Latin America
High productivity,2020,Livestock,0.5426828407399643,Middle East
High productivity,2020,Staple crops,0.11350229410650868,Middle East
High productivity,2020,Livestock,0.2993338346219703,North America
High productivity,2020,Staple crops,0.0446847667956611,North America
High productivity,2020,Livestock,0.568993625833246,Pacific OECD
High productivity,2020,Staple crops,0.17320869672866204,Pacific OECD
High productivity,2020,Livestock,0.2262532331551727,Reforming
High productivity,2020,Staple crops,0.04063347944935946,Reforming
High productivity,2020,Livestock,0.5127499820952713,Rest of Asia
High productivity,2020,Staple crops,0.0860328831957902,Rest of Asia
High productivity,2025,Livestock,0.5596247781882611,Africa
High productivity,2025,Staple crops,0.08120393628181087,Africa
High productivity,2025,Livestock,0.6549399847280206,China
High productivity,2025,Staple crops,0.09960879131171851,China
High productivity,2025,Livestock,0.2303106409176805,Europe
High productivity,2025,Staple crops,0.050147474989795236,Europe
High productivity,2025,Livestock,0.09817537528040189,South Asia
High productivity,2025,Staple crops,0.06826872610917709,South Asia
