scenario,sector,year,value,region
Static,"paste(CH[4], "" Agriculture"")",2080,52.388545568077085,Africa
Static,"paste(CH[4], "" Agriculture"")",2080,29.794687687782247,China
Static,"paste(CH[4], "" Agriculture"")",2080,26.020817872531293,Europe
Static,"paste(CH[4], "" Agriculture"")",2080,82.52148041535997,South Asia
Static,"paste(CH[4], "" Agriculture"")",2080,57.62074725303358,Latin America
Static,"paste(CH[4], "" Agriculture"")",2080,5.100990169250821,Middle East
Static,"paste(CH[4], "" Agriculture"")",2080,25.293858023790456,North America
Static,"paste(CH[4], "" Agriculture"")",2080,9.973221577680484,Pacific OECD
Static,"paste(CH[4], "" Agriculture"")",2080,10.614011952130257,Reforming
Static,"paste(CH[4], "" Agriculture"")",2080,29.75311551430314,Rest of Asia
Static,"paste(N[2], ""O Agriculture"")",2080,30.76198073351571,Africa
Static,"paste(N[2], ""O Agriculture"")",2080,23.001250581938063,China
Static,"paste(N[2], ""O Agriculture"")",2080,16.858289829408,Europe
Static,"paste(N[2], ""O Agriculture"")",2080,27.70548438587717,South Asia
Static,"paste(N[2], ""O Agriculture"")",2080,24.381885559924932,Latin America
Static,"paste(N[2], ""O Agriculture"")",2080,4.592167522848316,Middle East
Static,"paste(N[2], ""O Agriculture"")",2080,33.73676420837649,North America
Static,"paste(N[2], ""O Agriculture"")",2080,2.8488122829184026,Pacific OECD
Static,"paste(N[2], ""O Agriculture"")",2080,6.612600476616868,Reforming
Static,"paste(N[2], ""O Agriculture"")",2080,12.013074823889168,Rest of Asia
Evolving,"paste(CH[4], "" Agriculture"")",2085,363.7609819494143,World
Evolving,"paste(N[2], ""O Agriculture"")",2085,202.18272639433323,World
High Elas.,"paste(CH[4], "" Agriculture"")",2085,363.80216597418257,World
High Elas.,"paste(N[2], ""O Agriculture"")",2085,202.91085276301095,World
Low Elas.,"paste(CH[4], "" Agriculture"")",2085,363.7413031802115,World
Low Elas.,"paste(N[2], ""O Agriculture"")",2085,199.73970048794467,World
High transition,"paste(CH[4], "" Agriculture"")",2085,362.718036687816,World
High transition,"paste(N[2], ""O Agriculture"")",2085,203.0836069548009,World
Low transition,"paste(CH[4], "" Agriculture"")",2085,364.89202651629125,World
Low transition,"paste(N[2], ""O Agriculture"")",2085,201.12812167578733,World
High productivity,"paste(CH[4], "" Agriculture"")",2085,364.49896853150614,World
High productivity,"paste(N[2], ""O Agriculture"")",2085,203.760633571361,World
Low productivity,"paste(CH[4], "" Agriculture"")",2085,363.10103048551537,World
Low productivity,"paste(N[2], ""O Agriculture"")",2085,200.30068083225655,World
Static,"paste(CH[4], "" Agriculture"")",2085,362.10424836371465,World
Static,"paste(N[2], ""O Agriculture"")",2085,200.80582095606786,World
Evolving,"paste(CH[4], "" Agriculture"")",2085,60.23067745775068,Africa
Evolving,"paste(CH[4], "" Agriculture"")",2085,32.613888988893,China
Evolving,"paste(CH[4], "" Agriculture"")",2085,28.554945742808258,Europe
Evolving,"paste(CH[4], "" Agriculture"")",2085,90.7485401760576,South Asia
Evolving,"paste(CH[4], "" Agriculture"")",2085,62.81123738131446,Latin America
Evolving,"paste(CH[4], "" Agriculture"")",2085,5.727991996421674,Middle East
Evolving,"paste(CH[4], "" Agriculture"")",2085,26.507567016570913,North America
Evolving,"paste(CH[4], "" Agriculture"")",2085,10.745633197500945,Pacific OECD
Evolving,"paste(CH[4], "" Agriculture"")",2085,12.236256244287201,Reforming
Evolving,"paste(CH[4], "" Agriculture"")",2085,33.58424374780956,Rest of Asia
Evolving,"paste(N[2], ""O Agriculture"")",2085,35.83714010557595,Africa
Evolving,"paste(N[2], ""O Agriculture"")",2085,28.66300202629245,China
Evolving,"paste(N[2], ""O Agriculture"")",2085,18.1281434222765,Europe
Evolving,"paste(N[2], ""O Agriculture"")",2085,30.64916707748631,South Asia
Evolving,"paste(N[2], ""O Agriculture"")",2085,26.288512240502442,Latin America
Evolving,"paste(N[2], ""O Agriculture"")",2085,5.432052011582122,Middle East
Evolving,"paste(N[2], ""O Agriculture"")",2085,32.37534493362974,North America
Evolving,"paste(N[2], ""O Agriculture"")",2085,3.0765406675971234,Pacific OECD
Evolving,"paste(N[2], ""O Agriculture"")",2085,7.742094474299204,Reforming
Evolving,"paste(N[2], ""O Agriculture"")",2085,13.99072943509139,Rest of Asia
High Elas.,"paste(CH[4], "" Agriculture"")",2085,60.17053632899599,Africa
High Elas.,"paste(CH[4], "" Agriculture"")",2085,32.51523509208834,China
High Elas.,"paste(CH[4], "" Agriculture"")",2085,28.712091403153316,Europe
High Elas.,"paste(CH[4], "" Agriculture"")",2085,90.84373027179718,South Asia
High Elas.,"paste(CH[4], "" Agriculture"")",2085,62.62109157940894,Latin America
High Elas.,"paste(CH[4], "" Agriculture"")",2085,5.755507771937501,Middle East
High Elas.,"paste(CH[4], "" Agriculture"")",2085,26.664500004449543,North America
High Elas.,"paste(CH[4], "" Agriculture"")",2085,10.615891561603602,Pacific OECD
High Elas.,"paste(CH[4], "" Agriculture"")",2085,12.299938782919549,Reforming
High Elas.,"paste(CH[4], "" Agriculture"")",2085,33.603643177828616,Rest of Asia
High Elas.,"paste(N[2], ""O Agriculture"")",2085,35.8193368019069,Africa
High Elas.,"paste(N[2], ""O Agriculture"")",2085,28.417872741254342,China
High Elas.,"paste(N[2], ""O Agriculture"")",2085,18.301272758058776,Europe
High Elas.,"paste(N[2], ""O Agriculture"")",2085,30.62382911780964,South Asia
High Elas.,"paste(N[2], ""O Agriculture"")",2085,26.331586328719812,Latin America
High Elas.,"paste(N[2], ""O Agriculture"")",2085,5.470673236308663,Middle East
High Elas.,"paste(N[2], ""O Agriculture"")",2085,32.944494816698416,North America
High Elas.,"paste(N[2], ""O Agriculture"")",2085,3.1115426766687726,Pacific OECD
High Elas.,"paste(N[2], ""O Agriculture"")",2085,7.944219242941634,Reforming
High Elas.,"paste(N[2], ""O Agriculture"")",2085,13.946025042644001,Rest of Asia
Low Elas.,"paste(CH[4], "" Agriculture"")",2085,60.60583892549631,Africa
Low Elas.,"paste(CH[4], "" Agriculture"")",2085,32.875881878457754,China
Low Elas.,"paste(CH[4], "" Agriculture"")",2085,27.949484981086613,Europe
Low Elas.,"paste(CH[4], "" Agriculture"")",2085,90.46714466397806,South Asia
Low Elas.,"paste(CH[4], "" Agriculture"")",2085,63.623506004712645,Latin America
Low Elas.,"paste(CH[4], "" Agriculture"")",2085,5.658033456706061,Middle East
Low Elas.,"paste(CH[4], "" Agriculture"")",2085,25.83647765332375,North America
Low Elas.,"paste(CH[4], "" Agriculture"")",2085,11.139127247781232,Pacific OECD
Low Elas.,"paste(CH[4], "" Agriculture"")",2085,12.087554912147375,Reforming
Low Elas.,"paste(CH[4], "" Agriculture"")",2085,33.49825345652168,Rest of Asia
Low Elas.,"paste(N[2], ""O Agriculture"")",2085,35.97410125594536,Africa
Low Elas.,"paste(N[2], ""O Agriculture"")",2085,29.291703610176405,China
Low Elas.,"paste(N[2], ""O Agriculture"")",2085,17.48222880024772,Europe
Low Elas.,"paste(N[2], ""O Agriculture"")",2085,30.71285320436021,South Asia
Low Elas.,"paste(N[2], ""O Agriculture"")",2085,26.420825999649153,Latin America
Low Elas.,"paste(N[2], ""O Agriculture"")",2085,5.332277388935171,Middle East
Low Elas.,"paste(N[2], ""O Agriculture"")",2085,30.128510997604216,North America
Low Elas.,"paste(N[2], ""O Agriculture"")",2085,2.9530129713378344,Pacific OECD
Low Elas.,"paste(N[2], ""O Agriculture"")",2085,7.349203984543227,Reforming
Low Elas.,"paste(N[2], ""O Agriculture"")",2085,14.094982275145377,Rest of Asia
High transition,"paste(CH[4], "" Agriculture"")",2085,59.59738725797995,Africa
High transition,"paste(CH[4], "" Agriculture"")",2085,32.60027621626946,China
High transition,"paste(CH[4], "" Agriculture"")",2085,29.08521643066872,Europe
High transition,"paste(CH[4], "" Agriculture"")",2085,90.38391744674196,South Asia
High transition,"paste(CH[4], "" Agriculture"")",2085,62.221899599303526,Latin America
High transition,"paste(CH[4], "" Agriculture"")",2085,5.678404603474864,Middle East
High transition,"paste(CH[4], "" Agriculture"")",2085,27.190514840687577,North America
High transition,"paste(CH[4], "" Agriculture"")",2085,10.881090510785416,Pacific OECD
High transition,"paste(CH[4], "" Agriculture"")",2085,11.941764891477009,Reforming
High transition,"paste(CH[4], "" Agriculture"")",2085,33.13756489042748,Rest of Asia
High transition,"paste(N[2], ""O Agriculture"")",2085,35.31284185793266,Africa
High transition,"paste(N[2], ""O Agriculture"")",2085,28.541189387348464,China
High transition,"paste(N[2], ""O Agriculture"")",2085,18.65599614764338,Europe
High transition,"paste(N[2], ""O Agriculture"")",2085,30.406873247523233,South Asia
High transition,"paste(N[2], ""O Agriculture"")",2085,25.750989664091826,Latin America
High transition,"paste(N[2], ""O Agriculture"")",2085,5.266228383186622,Middle East
High transition,"paste(N[2], ""O Agriculture"")",2085,34.488189214895584,North America
High transition,"paste(N[2], ""O Agriculture"")",2085,3.309955220050861,Pacific OECD
High transition,"paste(N[2], ""O Agriculture"")",2085,7.513161312628544,Reforming
High transition,"paste(N[2], ""O Agriculture"")",2085,13.83818251949974,Rest of Asia
Low transition,"paste(CH[4], "" Agriculture"")",2085,60.921241791707914,Africa
Low transition,"paste(CH[4], "" Agriculture"")",2085,32.651990212814475,China
Low transition,"paste(CH[4], "" Agriculture"")",2085,27.992734117657495,Europe
Low transition,"paste(CH[4], "" Agriculture"")",2085,91.03567803565342,South Asia
Low transition,"paste(CH[4], "" Agriculture"")",2085,63.56313946817801,Latin America
Low transition,"paste(CH[4], "" Agriculture"")",2085,5.816590180986189,Middle East
Low transition,"paste(CH[4], "" Agriculture"")",2085,25.703470649515282,North America
Low transition,"paste(CH[4], "" Agriculture"")",2085,10.599196221368059,Pacific OECD
Low transition,"paste(CH[4], "" Agriculture"")",2085,12.522204834859513,Reforming
Low transition,"paste(CH[4], "" Agriculture"")",2085,34.08578100355092,Rest of Asia
Low transition,"paste(N[2], ""O Agriculture"")",2085,36.39274514658425,Africa
Low transition,"paste(N[2], ""O Agriculture"")",2085,28.864986556380646,China
Low transition,"paste(N[2], ""O Agriculture"")",2085,17.530572941943582,Europe
Low transition,"paste(N[2], ""O Agriculture"")",2085,30.863929757549784,South Asia
Low transition,"paste(N[2], ""O Agriculture"")",2085,26.940865451933526,Latin America
Low transition,"paste(N[2], ""O Agriculture"")",2085,5.678890950743525,Middle East
Low transition,"paste(N[2], ""O Agriculture"")",2085,29.94096399095432,North America
Low transition,"paste(N[2], ""O Agriculture"")",2085,2.803340631954731,Pacific OECD
Low transition,"paste(N[2], ""O Agriculture"")",2085,7.956784737494278,Reforming
Low transition,"paste(N[2], ""O Agriculture"")",2085,14.155041510248683,Rest of Asia
High productivity,"paste(CH[4], "" Agriculture"")",2085,60.52492990407343,Africa
High productivity,"paste(CH[4], "" Agriculture"")",2085,32.60572710685874,China
High productivity,"paste(CH[4], "" Agriculture"")",2085,28.78749137807857,Europe
High productivity,"paste(CH[4], "" Agriculture"")",2085,90.75225690535535,South Asia
High productivity,"paste(CH[4], "" Agriculture"")",2085,62.52568424357303,Latin America
High productivity,"paste(CH[4], "" Agriculture"")",2085,5.7664009276309915,Middle East
High productivity,"paste(CH[4], "" Agriculture"")",2085,26.410516861031788,North America
High productivity,"paste(CH[4], "" Agriculture"")",2085,10.527376187523673,Pacific OECD
High productivity,"paste(CH[4], "" Agriculture"")",2085,12.559256632460755,Reforming
High productivity,"paste(CH[4], "" Agriculture"")",2085,34.0393283849198,Rest of Asia
High productivity,"paste(N[2], ""O Agriculture"")",2085,36.138978733789855,Africa
High productivity,"paste(N[2], ""O Agriculture"")",2085,29.07515476910178,China
High productivity,"paste(N[2], ""O Agriculture"")",2085,18.345404733759956,Europe
High productivity,"paste(N[2], ""O Agriculture"")",2085,30.611946357380976,South Asia
High productivity,"paste(N[2], ""O Agriculture"")",2085,26.35176905779355,Latin America
High productivity,"paste(N[2], ""O Agriculture"")",2085,5.548600831567059,Middle East
High productivity,"paste(N[2], ""O Agriculture"")",2085,32.2488623647667,North America
High productivity,"paste(N[2], ""O Agriculture"")",2085,3.1425434284939975,Pacific OECD
High productivity,"paste(N[2], ""O Agriculture"")",2085,8.149076988940982,Reforming
High productivity,"paste(N[2], ""O Agriculture"")",2085,14.148296305766163,Rest of Asia
Low productivity,"paste(CH[4], "" Agriculture"")",2085,60.102279847597,Africa
Low productivity,"paste(CH[4], "" Agriculture"")",2085,32.550077553403305,China
Low productivity,"paste(CH[4], "" Agriculture"")",2085,28.17006730052628,Europe
Low productivity,"paste(CH[4], "" Agriculture"")",2085,90.74987046407601,South Asia
Low productivity,"paste(CH[4], "" Agriculture"")",2085,63.33217018410024,Latin America
Low productivity,"paste(CH[4], "" Agriculture"")",2085,5.6832066251374,Middle East
Low productivity,"paste(CH[4], "" Agriculture"")",2085,26.647260340448348,North America
Low productivity,"paste(CH[4], "" Agriculture"")",2085,11.049376454523653,Pacific OECD
Low productivity,"paste(CH[4], "" Agriculture"")",2085,11.868055625543088,Reforming
Low productivity,"paste(CH[4], "" Agriculture"")",2085,32.948666090160025,Rest of Asia
Low productivity,"paste(N[2], ""O Agriculture"")",2085,35.5437059016937,Africa
Low productivity,"paste(N[2], ""O Agriculture"")",2085,27.783487152359154,China
Low productivity,"paste(N[2], ""O Agriculture"")",2085,17.823735101757677,Europe
Low productivity,"paste(N[2], ""O Agriculture"")",2085,30.67436978279669,South Asia
Low productivity,"paste(N[2], ""O Agriculture"")",2085,26.35436027546171,Latin America
Low productivity,"paste(N[2], ""O Agriculture"")",2085,5.282043156237332,Middle East
Low productivity,"paste(N[2], ""O Agriculture"")",2085,32.845731979544745,North America
Low productivity,"paste(N[2], ""O Agriculture"")",2085,3.0057257248918523,Pacific OECD
Low productivity,"paste(N[2], ""O Agriculture"")",2085,7.258879702005532,Reforming
Low productivity,"paste(N[2], ""O Agriculture"")",2085,13.728642055508157,Rest of Asia
Static,"paste(CH[4], "" Agriculture"")",2085,59.07647061003861,Africa
Static,"paste(CH[4], "" Agriculture"")",2085,31.855858591399826,China
Static,"paste(CH[4], "" Agriculture"")",2085,28.538118085760757,Europe
Static,"paste(CH[4], "" Agriculture"")",2085,91.1744849567365,South Asia
Static,"paste(CH[4], "" Agriculture"")",2085,62.955812559333786,Latin America
Static,"paste(CH[4], "" Agriculture"")",2085,5.658611850915483,Middle East
Static,"paste(CH[4], "" Agriculture"")",2085,27.88974125738238,North America
Static,"paste(CH[4], "" Agriculture"")",2085,10.940446096022052,Pacific OECD
Static,"paste(CH[4], "" Agriculture"")",2085,11.58102555490064,Reforming
Static,"paste(CH[4], "" Agriculture"")",2085,32.433678801224616,Rest of Asia
Static,"paste(N[2], ""O Agriculture"")",2085,34.7082051438195,Africa
Static,"paste(N[2], ""O Agriculture"")",2085,24.68601486125826,China
Static,"paste(N[2], ""O Agriculture"")",2085,18.49617934723065,Europe
Static,"paste(N[2], ""O Agriculture"")",2085,30.531916189324793,South Asia
Static,"paste(N[2], ""O Agriculture"")",2085,26.692721378115873,Latin America
Static,"paste(N[2], ""O Agriculture"")",2085,5.085665904033951,Middle East
Static,"paste(N[2], ""O Agriculture"")",2085,37.07472068865139,North America
Static,"paste(N[2], ""O Agriculture"")",2085,3.1345218936531603,Pacific OECD
Static,"paste(N[2], ""O Agriculture"")",2085,7.247920438978589,Reforming
Static,"paste(N[2], ""O Agriculture"")",2085,13.147955111001709,Rest of Asia
Evolving,"paste(CH[4], "" Agriculture"")",2090,397.31623912486504,World
Evolving,"paste(N[2], ""O Agriculture"")",2090,220.77410925923502,World
High Elas.,"paste(CH[4], "" Agriculture"")",2090,397.3731862876219,World
High Elas.,"paste(N[2], ""O Agriculture"")",2090,221.62313548963718,World
Low Elas.,"paste(CH[4], "" Agriculture"")",2090,397.27315056754816,World
Low Elas.,"paste(N[2], ""O Agriculture"")",2090,217.94409495875863,World
High transition,"paste(CH[4], "" Agriculture"")",2090,396.08348268796146,World
High transition,"paste(N[2], ""O Agriculture"")",2090,221.80396301064837,World
Low transition,"paste(CH[4], "" Agriculture"")",2090,398.65274202315584,World
Low transition,"paste(N[2], ""O Agriculture"")",2090,219.56013214743774,World
High productivity,"paste(CH[4], "" Agriculture"")",2090,398.1243034996639,World
High productivity,"paste(N[2], ""O Agriculture"")",2090,222.55163124240096,World
Low productivity,"paste(CH[4], "" Agriculture"")",2090,396.58828744793834,World
Low productivity,"paste(N[2], ""O Agriculture"")",2090,218.63193599492948,World
Static,"paste(CH[4], "" Agriculture"")",2090,395.5276424655182,World
Static,"paste(N[2], ""O Agriculture"")",2090,219.2787960746658,World
Evolving,"paste(CH[4], "" Agriculture"")",2090,67.36494612354383,Africa
Evolving,"paste(CH[4], "" Agriculture"")",2090,34.66386675939557,China
Evolving,"paste(CH[4], "" Agriculture"")",2090,31.11796917002275,Europe
Evolving,"paste(CH[4], "" Agriculture"")",2090,99.37453466054217,South Asia
Evolving,"paste(CH[4], "" Agriculture"")",2090,68.15706238907514,Latin America
Evolving,"paste(CH[4], "" Agriculture"")",2090,6.306443205506306,Middle East
Evolving,"paste(CH[4], "" Agriculture"")",2090,28.956581721485026,North America
Evolving,"paste(CH[4], "" Agriculture"")",2090,11.709062101841033,Pacific OECD
Evolving,"paste(CH[4], "" Agriculture"")",2090,13.292165862219292,Reforming
Evolving,"paste(CH[4], "" Agriculture"")",2090,36.37360713123395,Rest of Asia
Evolving,"paste(N[2], ""O Agriculture"")",2090,40.12554131180714,Africa
Evolving,"paste(N[2], ""O Agriculture"")",2090,30.71846726122819,China
Evolving,"paste(N[2], ""O Agriculture"")",2090,19.74858591138586,Europe
Evolving,"paste(N[2], ""O Agriculture"")",2090,33.47285477230784,South Asia
Evolving,"paste(N[2], ""O Agriculture"")",2090,28.595469147726178,Latin America
Evolving,"paste(N[2], ""O Agriculture"")",2090,5.976903639704175,Middle East
Evolving,"paste(N[2], ""O Agriculture"")",2090,35.122242197284656,North America
Evolving,"paste(N[2], ""O Agriculture"")",2090,3.361403850804848,Pacific OECD
Evolving,"paste(N[2], ""O Agriculture"")",2090,8.433749920091726,Reforming
Evolving,"paste(N[2], ""O Agriculture"")",2090,15.218891246894387,Rest of Asia
High Elas.,"paste(CH[4], "" Agriculture"")",2090,67.27521403060851,Africa
High Elas.,"paste(CH[4], "" Agriculture"")",2090,34.55833268450594,China
High Elas.,"paste(CH[4], "" Agriculture"")",2090,31.295970146801725,Europe
High Elas.,"paste(CH[4], "" Agriculture"")",2090,99.49697621779117,South Asia
High Elas.,"paste(CH[4], "" Agriculture"")",2090,67.94200353938668,Latin America
High Elas.,"paste(CH[4], "" Agriculture"")",2090,6.335128429420838,Middle East
High Elas.,"paste(CH[4], "" Agriculture"")",2090,29.13087725396321,North America
High Elas.,"paste(CH[4], "" Agriculture"")",2090,11.561712805353576,Pacific OECD
High Elas.,"paste(CH[4], "" Agriculture"")",2090,13.371192908196923,Reforming
High Elas.,"paste(CH[4], "" Agriculture"")",2090,36.40577827159332,Rest of Asia
High Elas.,"paste(N[2], ""O Agriculture"")",2090,40.093950336629,Africa
High Elas.,"paste(N[2], ""O Agriculture"")",2090,30.46167197532458,China
High Elas.,"paste(N[2], ""O Agriculture"")",2090,19.94249319238011,Europe
High Elas.,"paste(N[2], ""O Agriculture"")",2090,33.451654538643886,South Asia
High Elas.,"paste(N[2], ""O Agriculture"")",2090,28.644958517136384,Latin America
High Elas.,"paste(N[2], ""O Agriculture"")",2090,6.017305973624205,Middle East
High Elas.,"paste(N[2], ""O Agriculture"")",2090,35.768141519018364,North America
High Elas.,"paste(N[2], ""O Agriculture"")",2090,3.4016377737432357,Pacific OECD
High Elas.,"paste(N[2], ""O Agriculture"")",2090,8.668853057743213,Reforming
High Elas.,"paste(N[2], ""O Agriculture"")",2090,15.17246860539422,Rest of Asia
Low Elas.,"paste(CH[4], "" Agriculture"")",2090,67.8453840197152,Africa
Low Elas.,"paste(CH[4], "" Agriculture"")",2090,34.94335919194926,China
Low Elas.,"paste(CH[4], "" Agriculture"")",2090,30.42227520837746,Europe
Low Elas.,"paste(CH[4], "" Agriculture"")",2090,99.0174645402527,South Asia
Low Elas.,"paste(CH[4], "" Agriculture"")",2090,69.08975561534058,Latin America
Low Elas.,"paste(CH[4], "" Agriculture"")",2090,6.2311407328786395,Middle East
Low Elas.,"paste(CH[4], "" Agriculture"")",2090,28.198290624188772,North America
Low Elas.,"paste(CH[4], "" Agriculture"")",2090,12.159116677345182,Pacific OECD
Low Elas.,"paste(CH[4], "" Agriculture"")",2090,13.109095413219801,Reforming
Low Elas.,"paste(CH[4], "" Agriculture"")",2090,36.25726854428055,Rest of Asia
Low Elas.,"paste(N[2], ""O Agriculture"")",2090,40.3096887125864,Africa
Low Elas.,"paste(N[2], ""O Agriculture"")",2090,31.37196432785713,China
Low Elas.,"paste(N[2], ""O Agriculture"")",2090,19.017202516509226,Europe
Low Elas.,"paste(N[2], ""O Agriculture"")",2090,33.52786744305027,South Asia
Low Elas.,"paste(N[2], ""O Agriculture"")",2090,28.74830954480175,Latin America
Low Elas.,"paste(N[2], ""O Agriculture"")",2090,5.867229163009671,Middle East
Low Elas.,"paste(N[2], ""O Agriculture"")",2090,32.57240114534359,North America
Low Elas.,"paste(N[2], ""O Agriculture"")",2090,3.2184139052104483,Pacific OECD
Low Elas.,"paste(N[2], ""O Agriculture"")",2090,7.981526773458674,Reforming
Low Elas.,"paste(N[2], ""O Agriculture"")",2090,15.329491426931478,Rest of Asia
High transition,"paste(CH[4], "" Agriculture"")",2090,66.64042199697774,Africa
High transition,"paste(CH[4], "" Agriculture"")",2090,34.647516038062776,China
High transition,"paste(CH[4], "" Agriculture"")",2090,31.753527821262235,Europe
High transition,"paste(CH[4], "" Agriculture"")",2090,98.93462405530545,South Asia
High transition,"paste(CH[4], "" Agriculture"")",2090,67.46170592324626,Latin America
High transition,"paste(CH[4], "" Agriculture"")",2090,6.2475499624457616,Middle East
High transition,"paste(CH[4], "" Agriculture"")",2090,29.757995693789148,North America
High transition,"paste(CH[4], "" Agriculture"")",2090,11.864904380930959,Pacific OECD
High transition,"paste(CH[4], "" Agriculture"")",2090,12.934103329870632,Reforming
High transition,"paste(CH[4], "" Agriculture"")",2090,35.84113348607052,Rest of Asia
High transition,"paste(N[2], ""O Agriculture"")",2090,39.519772661802875,Africa
High transition,"paste(N[2], ""O Agriculture"")",2090,30.566526203835487,China
High transition,"paste(N[2], ""O Agriculture"")",2090,20.36164478438043,Europe
High transition,"paste(N[2], ""O Agriculture"")",2090,33.18856473744886,South Asia
High transition,"paste(N[2], ""O Agriculture"")",2090,27.96280979577891,Latin America
High transition,"paste(N[2], ""O Agriculture"")",2090,5.784783168723713,Middle East
High transition,"paste(N[2], ""O Agriculture"")",2090,37.597333971758786,North America
High transition,"paste(N[2], ""O Agriculture"")",2090,3.6337893694290746,Pacific OECD
High transition,"paste(N[2], ""O Agriculture"")",2090,8.151248245962977,Reforming
High transition,"paste(N[2], ""O Agriculture"")",2090,15.037490071527253,Rest of Asia
Low transition,"paste(CH[4], "" Agriculture"")",2090,68.1442131231712,Africa
Low transition,"paste(CH[4], "" Agriculture"")",2090,34.71400355681292,China
Low transition,"paste(CH[4], "" Agriculture"")",2090,30.437003261378727,Europe
Low transition,"paste(CH[4], "" Agriculture"")",2090,99.71936455523681,South Asia
Low transition,"paste(CH[4], "" Agriculture"")",2090,69.06493066907305,Latin America
Low transition,"paste(CH[4], "" Agriculture"")",2090,6.413679884886022,Middle East
Low transition,"paste(CH[4], "" Agriculture"")",2090,28.001763848851166,North America
Low transition,"paste(CH[4], "" Agriculture"")",2090,11.540806720234109,Pacific OECD
Low transition,"paste(CH[4], "" Agriculture"")",2090,13.642071750968324,Reforming
Low transition,"paste(CH[4], "" Agriculture"")",2090,36.974904652543515,Rest of Asia
Low transition,"paste(N[2], ""O Agriculture"")",2090,40.75932656261599,Africa
Low transition,"paste(N[2], ""O Agriculture"")",2090,30.981348251082267,China
Low transition,"paste(N[2], ""O Agriculture"")",2090,19.045612220109412,Europe
Low transition,"paste(N[2], ""O Agriculture"")",2090,33.72451743573923,South Asia
Low transition,"paste(N[2], ""O Agriculture"")",2090,29.37288430704738,Latin America
Low transition,"paste(N[2], ""O Agriculture"")",2090,6.265784048476748,Middle East
Low transition,"paste(N[2], ""O Agriculture"")",2090,32.25411417255773,North America
Low transition,"paste(N[2], ""O Agriculture"")",2090,3.0382783323945035,Pacific OECD
Low transition,"paste(N[2], ""O Agriculture"")",2090,8.702306818860333,Reforming
Low transition,"paste(N[2], ""O Agriculture"")",2090,15.415959998554149,Rest of Asia
High productivity,"paste(CH[4], "" Agriculture"")",2090,67.65874347877792,Africa
High productivity,"paste(CH[4], "" Agriculture"")",2090,34.65781020593057,China
High productivity,"paste(CH[4], "" Agriculture"")",2090,31.3802845004684,Europe
High productivity,"paste(CH[4], "" Agriculture"")",2090,99.3787090412174,South Asia
High productivity,"paste(CH[4], "" Agriculture"")",2090,67.8449454287093,Latin America
High productivity,"paste(CH[4], "" Agriculture"")",2090,6.347636809622764,Middle East
High productivity,"paste(CH[4], "" Agriculture"")",2090,28.84683909675356,North America
High productivity,"paste(CH[4], "" Agriculture"")",2090,11.467930251557863,Pacific OECD
High productivity,"paste(CH[4], "" Agriculture"")",2090,13.660396560096947,Reforming
High productivity,"paste(CH[4], "" Agriculture"")",2090,36.881008126529125,Rest of Asia
High productivity,"paste(N[2], ""O Agriculture"")",2090,40.44503890912516,Africa
High productivity,"paste(N[2], ""O Agriculture"")",2090,31.172085931514662,China
High productivity,"paste(N[2], ""O Agriculture"")",2090,19.994930592821483,Europe
High productivity,"paste(N[2], ""O Agriculture"")",2090,33.42746125474828,South Asia
High productivity,"paste(N[2], ""O Agriculture"")",2090,28.676854134696065,Latin America
High productivity,"paste(N[2], ""O Agriculture"")",2090,6.102726359661939,Middle East
High productivity,"paste(N[2], ""O Agriculture"")",2090,35.01045015539065,North America
High productivity,"paste(N[2], ""O Agriculture"")",2090,3.43820735919631,Pacific OECD
High productivity,"paste(N[2], ""O Agriculture"")",2090,8.89290527369148,Reforming
High productivity,"paste(N[2], ""O Agriculture"")",2090,15.390971271554932,Rest of Asia
Low productivity,"paste(CH[4], "" Agriculture"")",2090,67.24434603036413,Africa
Low productivity,"paste(CH[4], "" Agriculture"")",2090,34.59071753619575,China
Low productivity,"paste(CH[4], "" Agriculture"")",2090,30.67549976984082,Europe
Low productivity,"paste(CH[4], "" Agriculture"")",2090,99.37881663401258,South Asia
Low productivity,"paste(CH[4], "" Agriculture"")",2090,68.74745760512646,Latin America
Low productivity,"paste(CH[4], "" Agriculture"")",2090,6.256508405729544,Middle East
Low productivity,"paste(CH[4], "" Agriculture"")",2090,29.11604376820157,North America
Low productivity,"paste(CH[4], "" Agriculture"")",2090,12.048958244466192,Pacific OECD
Low productivity,"paste(CH[4], "" Agriculture"")",2090,12.870283812875318,Reforming
Low productivity,"paste(CH[4], "" Agriculture"")",2090,35.659655641126,Rest of Asia
Low productivity,"paste(N[2], ""O Agriculture"")",2090,39.802353127238185,Africa
Low productivity,"paste(N[2], ""O Agriculture"")",2090,29.743427428044562,China
Low productivity,"paste(N[2], ""O Agriculture"")",2090,19.396915483058287,Europe
Low productivity,"paste(N[2], ""O Agriculture"")",2090,33.50962079434356,South Asia
Low productivity,"paste(N[2], ""O Agriculture"")",2090,28.659130118845408,Latin America
Low productivity,"paste(N[2], ""O Agriculture"")",2090,5.809873063757257,Middle East
Low productivity,"paste(N[2], ""O Agriculture"")",2090,35.61663323957405,North America
Low productivity,"paste(N[2], ""O Agriculture"")",2090,3.2772094913380703,Pacific OECD
Low productivity,"paste(N[2], ""O Agriculture"")",2090,7.886570632161142,Reforming
